"initial_alias","converted_alias","name","description","namespace"
"AP1G1","ENSG00000166747","AP1G1","adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHLPP2","ENSG00000040199","PHLPP2","PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CMTR2","ENSG00000180917","CMTR2","cap methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VAC14","ENSG00000103043","VAC14","VAC14 component of PIKFYVE complex [Source:HGNC Symbol;Acc:HGNC:25507]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SF3B3","ENSG00000189091","SF3B3","splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COG4","ENSG00000103051","COG4","component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX19A","ENSG00000168872","DDX19A","DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX19B","ENSG00000157349","DDX19B","DEAD-box helicase 19B [Source:HGNC Symbol;Acc:HGNC:2742]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX19B","ENSG00000260537","None","novel protein, DDX19B and DDX19A readthrough","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AARS","None","None","None",""
"PDPR","ENSG00000090857","PDPR","pyruvate dehydrogenase phosphatase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:30264]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLG1","ENSG00000090863","GLG1","golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RFWD3","ENSG00000168411","RFWD3","ring finger and WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:25539]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MLKL","ENSG00000168404","MLKL","mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR59","ENSG00000103091","WDR59","WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNRF1","ENSG00000186187","ZNRF1","zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP1","ENSG00000184517","ZFP1","ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFDP1","ENSG00000153774","CFDP1","craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABARAPL2","ENSG00000034713","GABARAPL2","GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAT1","ENSG00000065457","ADAT1","adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KARS","None","None","None",""
"TERF2IP","ENSG00000166848","TERF2IP","TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM6793","None","None","None",""
"MON1B","ENSG00000103111","MON1B","MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUDT7","ENSG00000140876","NUDT7","nudix hydrolase 7 [Source:HGNC Symbol;Acc:HGNC:8054]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WWOX","ENSG00000186153","WWOX","WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:HGNC:12799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAF","ENSG00000178573","MAF","MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDYL2","ENSG00000166446","CDYL2","chromodomain Y like 2 [Source:HGNC Symbol;Acc:HGNC:23030]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CMC2","ENSG00000103121","CMC2","C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPN","ENSG00000166451","CENPN","centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATMIN","ENSG00000166454","ATMIN","ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCSH","ENSG00000140905","GCSH","glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAN","ENSG00000261609","GAN","gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CMIP","ENSG00000153815","CMIP","c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLCG2","ENSG00000197943","PLCG2","phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPHOSPH6","ENSG00000135698","MPHOSPH6","M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:HGNC:7214]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSBP1","ENSG00000230989","HSBP1","heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MLYCD","ENSG00000103150","MLYCD","malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSGIN1","ENSG00000140961","OSGIN1","oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MBTPS1","ENSG00000140943","MBTPS1","membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSDL1","ENSG00000103160","HSDL1","hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAF1C","ENSG00000103168","TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COTL1","ENSG00000103187","COTL1","coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL36","ENSG00000135686","KLHL36","kelch like family member 36 [Source:HGNC Symbol;Acc:HGNC:17844]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP10","ENSG00000103194","USP10","ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZDHHC7","ENSG00000153786","ZDHHC7","zinc finger DHHC-type palmitoyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18459]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"A130014A01RIK","None","None","None",""
"GSE1","ENSG00000131149","GSE1","Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GINS2","ENSG00000131153","GINS2","GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EMC8","ENSG00000131148","EMC8","ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:7864]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX4I1","ENSG00000131143","COX4I1","cytochrome c oxidase subunit 4I1 [Source:HGNC Symbol;Acc:HGNC:2265]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRF8","ENSG00000140968","IRF8","interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFSD","ENSG00000103248","MTHFSD","methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO31","ENSG00000103264","FBXO31","F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP1LC3B","ENSG00000140941","MAP1LC3B","microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHDC4","ENSG00000104731","KLHDC4","kelch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25272]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC7A5","ENSG00000103257","SLC7A5","solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BANP","ENSG00000172530","BANP","BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFPM1","ENSG00000179588","ZFPM1","zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZC3H18","ENSG00000158545","ZC3H18","zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYBA","ENSG00000051523","CYBA","cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MVD","ENSG00000167508","MVD","mevalonate diphosphate decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNAI3","ENSG00000185669","SNAI3","snail family transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:18411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF166","ENSG00000158717","RNF166","ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTU2","ENSG00000174177","CTU2","cytosolic thiouridylase subunit 2 [Source:HGNC Symbol;Acc:HGNC:28005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIEZO1","ENSG00000103335","PIEZO1","piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDT1","ENSG00000167513","CDT1","chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:HGNC:24576]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APRT","ENSG00000198931","APRT","adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GALNS","ENSG00000141012","GALNS","galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAPPC2L","ENSG00000167515","TRAPPC2L","trafficking protein particle complex subunit 2L [Source:HGNC Symbol;Acc:HGNC:30887]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACSF3","ENSG00000176715","ACSF3","acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD11","ENSG00000167522","ANKRD11","ankyrin repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPG7","ENSG00000197912","SPG7","SPG7 matrix AAA peptidase subunit, paraplegin [Source:HGNC Symbol;Acc:HGNC:11237]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL13","ENSG00000167526","RPL13","ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:10303]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHMP1A","ENSG00000131165","CHMP1A","charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDK10","ENSG00000185324","CDK10","cyclin dependent kinase 10 [Source:HGNC Symbol;Acc:HGNC:1770]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA2L","ENSG00000158792","SPATA2L","spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VPS9D1","ENSG00000075399","VPS9D1","VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP276","None","None","None",""
"FANCA","ENSG00000187741","FANCA","FA complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCF25","ENSG00000141002","TCF25","transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUBB3","ENSG00000258947","TUBB3","tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEF8","ENSG00000140995","DEF8","differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AFG3L1","None","None","None",""
"GAS8","ENSG00000141013","GAS8","growth arrest specific 8 [Source:HGNC Symbol;Acc:HGNC:4166]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB4A","ENSG00000168118","RAB4A","RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCSAP","ENSG00000154429","CCSAP","centriole, cilia and spindle associated protein [Source:HGNC Symbol;Acc:HGNC:29578]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP133","ENSG00000069248","NUP133","nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCB10","ENSG00000135776","ABCB10","ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAF5L","ENSG00000135801","TAF5L","TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"URB2","ENSG00000135763","URB2","URB2 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:28967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COG2","ENSG00000135775","COG2","component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"2310022B05RIK","None","None","None",""
"TTC13","ENSG00000143643","TTC13","tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARV1","ENSG00000173409","ARV1","ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM89A","ENSG00000182118","FAM89A","family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"2810004N23RIK","None","None","None",""
"GNPAT","ENSG00000116906","GNPAT","glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOC8","ENSG00000116903","EXOC8","exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EGLN1","ENSG00000135766","EGLN1","egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSNAX","ENSG00000116918","TSNAX","translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DISC1","ENSG00000162946","DISC1","DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NTPCR","ENSG00000135778","NTPCR","nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COA6","ENSG00000168275","COA6","cytochrome c oxidase assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:18025]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM26759","None","None","None",""
"IRF2BP2","ENSG00000168264","IRF2BP2","interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOMM20","ENSG00000173726","TOMM20","translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBM34","ENSG00000188739","RBM34","RNA binding motif protein 34 [Source:HGNC Symbol;Acc:HGNC:28965]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NRP1","ENSG00000099250","NRP1","neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGB1","ENSG00000150093","ITGB1","integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"2610044O15RIK8","None","None","None",""
"GM3636","None","None","None",""
"FLNB","ENSG00000136068","FLNB","filamin B [Source:HGNC Symbol;Acc:HGNC:3755]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABHD6","ENSG00000163686","ABHD6","abhydrolase domain containing 6, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:21398]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPP14","ENSG00000163684","RPP14","ribonuclease P/MRP subunit p14 [Source:HGNC Symbol;Acc:HGNC:30327]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPP14","ENSG00000255154","HTD2","hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PXK","ENSG00000168297","PXK","PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDHB","ENSG00000168291","PDHB","pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCTD6","ENSG00000168301","KCTD6","potassium channel tetramerization domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22235]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL21-PS4","None","None","None",""
"GM3839","None","None","None",""
"3830406C13RIK","None","None","None",""
"THOC7","ENSG00000163634","THOC7","THO complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:29874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATXN7","ENSG00000163635","ATXN7","ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMD6","ENSG00000163636","PSMD6","proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL3RA","ENSG00000185291","IL3RA","interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC4A7","ENSG00000033867","SLC4A7","solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OXSM","ENSG00000151093","OXSM","3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NGLY1","ENSG00000151092","NGLY1","N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOP2B","ENSG00000077097","TOP2B","DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR1D2","ENSG00000174738","NR1D2","nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL15","ENSG00000174748","RPL15","ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NKIRAS1","ENSG00000197885","NKIRAS1","NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2E1","ENSG00000170142","UBE2E1","ubiquitin conjugating enzyme E2 E1 [Source:HGNC Symbol;Acc:HGNC:12477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTRAF","ENSG00000087302","RTRAF","RNA transcription, translation and transport factor [Source:HGNC Symbol;Acc:HGNC:23169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNG2","ENSG00000186469","GNG2","G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAYSD1","ENSG00000112167","SAYSD1","SAYSVFN motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21025]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNK5","ENSG00000164626","KCNK5","potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUDT13","ENSG00000166321","NUDT13","nudix hydrolase 13 [Source:HGNC Symbol;Acc:HGNC:18827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECD","ENSG00000122882","ECD","ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM149B","None","None","None",""
"DNAJC9","ENSG00000213551","DNAJC9","DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS16","ENSG00000182180","MRPS16","mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANXA7","ENSG00000138279","ANXA7","annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSS51","ENSG00000166343","MSS51","MSS51 mitochondrial translational activator [Source:HGNC Symbol;Acc:HGNC:21000]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP3CB","ENSG00000107758","PPP3CB","protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"1810062O18RIK","None","None","None",""
"2810402E24RIK","None","None","None",""
"SEC24C","ENSG00000176986","SEC24C","SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"6230400D17RIK","None","None","None",""
"FUT11","ENSG00000196968","FUT11","fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHCHD1","ENSG00000172586","CHCHD1","coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
